img_name,origin_country,variety,processing_method,defect_class
ethiopia-ethHeirloom-washed-normal-16-19.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-11-10.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-20.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-11-12.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-22.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-5-2.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-1.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-0.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-5-14.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-2-21.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-1-6.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-0-18.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-11.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-0-24.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-14.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-13-17.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-10-8.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-22.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-3-4.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-3-5.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-23.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-10-9.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-13-16.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-15.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-0-19.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-10.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-1-7.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-2-20.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-5-15.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-1.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-0.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-5-3.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-23.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-11-13.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-16-17.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-16-2.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-12.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-11-22.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-0.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-5-18.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-2-11.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-3.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-5-24.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-12-6.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-24.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-0-14.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-18.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-21.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-10-4.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-12.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-3-8.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-3-9.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-13.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-10-5.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-20.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-19.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-0-15.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-12-7.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-2.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-5-19.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-2-10.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-1.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-11-23.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-13.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-16-3.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-16-16.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-16-14.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-16-1.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-11-21.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-18-11.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-3.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-2-12.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-9-0.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-12-5.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-1-9.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-0-17.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-22.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-13-18.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-11.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-10-7.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-13-24.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-10-6.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-13-19.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-14-10.png,ethiopia,ethHeirloom,washed,normal
ethiopia-ethHeirloom-washed-normal-7-23.png,ethiopia,ethHeirloom,washed,normal
